cluster_a	cluster_b	name_a	name_b	type_a	type_b	settlements_a	settlements_b	db_a	db_b	db_name_a	db_name_b	decision_a	decision_b	shared_hosts	jaccard	idf_score	shared_host_headings	pair_review_decision	flag
ORG-C00378	ORG-C00384	אַרטש סטריט טעאַטער	יידישער אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	פֿילאַדעלפיע | פולאדעלפיע | פילאַדעלפיע | פילאָדעלפיע | פֿילאַדעלפיע | פֿילאַדעלפֿיע | פֿילאַדעלפֿיער | פֿילאַָעלפֿיער | פֿילאָדעלפיע | פֿילאָדעלפֿיע | פֿילאָדעלפֿיער | פֿילאדעלפיע | פֿילאדעלפֿייע | פֿילאדעלפֿיע | פֿילאדעלפֿיער	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	190	442	Arch Street Theatre	Yiddish artists union	ALIGN	ALIGN	12	0.082	3.45	בורשטיין, פּסח | בראָדין, מאַקסיס [מאָקס בראָדסקי] | גרובער מירעלע | סימאָנאָף, בעטי | פיעלד אסתר [קאָרנבליט] | פעדער, משה | פעלד הערי | קאַנער, שרה [פרילינג]		
ORG-C00103	ORG-C00105	ווילנער טרופּע	אַזאַזעל	Company on Tour		אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	וואַרשע	551	636	ווילנער טרופּע	אַזאַזעל	ALIGN	NEW	11	0.057	3.429	בירנבוים, דוד | גליקמאַן, רעניאַ (רבקה) | הירשפעלד זלמן-לייב | הערמאַן, דוד | וויינטרויב, וולאַדיסלאָוו | טארוּ, רות [רייזל טוכמאַכער] | מאַנסדאָרף, אַברהם-יעקב [קעלמאָוויטש] | מעלניק, נחום		
ORG-C00635_Q01	ORG-C00682	פּאָבליק-טעאַטער	סעקאָנד עוועניו טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	New York | ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	365	128	Public Theatre (Folks Theatre)	סעקאָנד עוועניו טעאַטער	ALIGN	ALIGN	12	0.099	3.429	"בלייך, יהודה | בראַנדט, לואי [„מאָטעלע""] | גילראָד לואי | דזשייקאָבסאָן, היימי [חיים-מענדל] | ליפשיץ, פֿריידעלע | מיכאַלעסקאָ, מיכאל [ווייסבּלאַט] | פאַרנעס, נייטאָן | פינקעל, בעלאַ"		
ORG-C00054	ORG-C04097	פישזאָן	קאָמפּאַנעעץ	Traveling Company	Traveling Company	אָדעס | ווילנע | יעקאַטערינאָסלאָוו | יעקאָטעדינאָסלאָוו | פּעטערבורג | קעשעניעוו | ראָוונע	וואַרשע | לאָדזש | קאַווקאַז | קיעוו | ריגע	362	302	"Poale Zion (""Workers of Zion"")"	קאָמפּאַניעיעצ'ס טרופּע	ALIGN	ALIGN	11	0.196	3.357	אַריעל, רחל | אַריעל, רחל | בעקער, ראָזאַ [זילבערט] | ברייטמאַן, פאַול | גערשטענזאַנג, סעם [שמואַל] | דובראָווינסקי, הילעל | וויינבערג, סאָניע [קאַרל] | נאַטאַן, נעמי [לעווענטאַל]		
ORG-C00515_Q01	ORG-C00684	טאַליאַ-טעאַטער	גרענד-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק	ניו יאָרק | ניו יארק | ניו-יאָרק | ניוּ-יאָרק	130	115	Thalia Theatre|Bowery Theatre	Grand Theatre	ALIGN	ALIGN	11	0.102	3.313	אַדלער, יעקב פּ. [יעקב בן פּנחס] | היימאַן, לואיס [לואיס הערמאַן] | זייפערט, משה | לאַוויץ, פּעפּי [פלפּול] | ליבּין, ז. [ישראל-זלמן הוּרוויטש] | מאַרגאָליס, עדוואַרד (יקותיאל) | מאָריסאָן, מאָריטץ [משה קאָהן] | פינקעל, מאָריס [משה]		
ORG-C00595	ORG-C00740	פּראָספּעקט-טעאַטער	פּאָבליק-סקול	Theatre	Education	בראַנקס | בראָנקס | ניו יאָרק | ניו-יאָרק | ניויאָרק	אָמעריקע | אמעריקע | לאָנדאָן | ניו יאָרק | ניו-יאָרק | סינסינעטי | פילאַדעלפיע | פילאדעלפיע | קליוולאַנד | שיקאָגאָ | פֿילאָדעלפיע	364		Prospect Theatre		ALIGN	DESCRIPTIVE	10	0.099	3.304	אויגענבליק, עני [חנה סויבער] | באַראַט, מאַרטי [משה-מאָרטין באַראַץ] | באַראַץ, דוד | בלאק מילדרעד [סאָפיאַ] | וואָלערשטיין, ראָזאַ | טאַנצמאַן, יאָזעף | מייזיל, נחמן | פינקעל, לוסי		
ORG-C00257_Q01	ORG-C00340_Q01	פֿאַרווערטס	נעשאָנאַל-טעאַטער	Journals/ Newspapers	Theatre	נ. י. | ניו יאָרק | ניו-יאָרק | ניויאָרק	ניו יאָרק | ניו יאָרקער | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער | ניו-יאָרק	692	118	פֿאַרווערטס	National Theatre	ALIGN	ALIGN	12	0.062	3.273	אָשעראָוויטש, מ. | באָטוויניק, בערל | בלאַנק לעאָן | ירדני, מרדכי [מאָטל שערמאַן] | ליליפּוט [גבריאל-הירש קרעטשמער] | עדעלהייט, שלמה | צווערלינג, יעטאַ | קאַרטאָזשינסקי, אָסקאַר [אשר]		
ORG-C00384	ORG-C00702	יידישער אַקטיאָרן-יוניע	לעקסיקאָן פון יידישן טעאַטער	Theatre-related Society/ Union	Publisher	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע		442	310	Yiddish artists union	לעקסיקאָן פון יידישן טעאַטער	ALIGN	ALIGN	11	0.079	3.256	באָזשיק, מאַקס [באָזשיקאָווסקי] | גראָלל, טשאַרלס וו. | גרינפעלד, דזשין [יעקב] | ירדני, מרדכי [מאָטל שערמאַן] | נאַטאַנסאָן, דזשוליוס (יוליוס, חנינא) | פּיוואַר ראָזע | קאָליך, יעקב | קעשיר איזידאָר [זישע קאַסירער]		
ORG-C00378	ORG-C00682	אַרטש סטריט טעאַטער	סעקאָנד עוועניו טעאַטער	Theatre	Theatre	פֿילאַדעלפיע | פולאדעלפיע | פילאַדעלפיע | פילאָדעלפיע | פֿילאַדעלפיע | פֿילאַדעלפֿיע | פֿילאַדעלפֿיער | פֿילאַָעלפֿיער | פֿילאָדעלפיע | פֿילאָדעלפֿיע | פֿילאָדעלפֿיער | פֿילאדעלפיע | פֿילאדעלפֿייע | פֿילאדעלפֿיע | פֿילאדעלפֿיער	New York | ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	190	128	Arch Street Theatre	סעקאָנד עוועניו טעאַטער	ALIGN	ALIGN	11	0.089	3.228	אַדלער צילע | גראָסמאַן, אוירווינג [יצחק לייב] | דזשייקאָבסאָן, היימי [חיים-מענדל] | יאָוועליר, קלמן | סימאָנאָף, בעטי | פּיקאָן, מאַלי | פעלד הערי | קרעסין, מרים		
ORG-C00103	ORG-C00276	ווילנער טרופּע	הבימה	Company on Tour	Company on Tour	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	ביאַליסטאָק | וואַרשע | ווין | ליפּקאָן | מאָסקווע | מעץ | ניו יאָרק | תּל-אָבֿיבֿ	551	266	ווילנער טרופּע	Habima	ALIGN	ALIGN	11	0.056	3.217	"אַנ-סקי ש. [שלמה-זאַנוול ראַפּאָפּאָרט] | אַרנשטיין, מאַרק | אַרנשטיין, מאַרק [אַנדזשעי מאַרעק] | אָפּשאַצונגען | בימקאַ פֿישל | וועליטשאַנסקי, ישראל | טעאַטער-מוזיי א""נ פֿון אסתר-רחל קאַמינסקי ביים ייוו""א. | לייוויק, ה. [לייוויק האַלפּער]"		
ORG-C00360_Q01	ORG-C00682	האָפּקינסאָן-טעאַטער	סעקאָנד עוועניו טעאַטער	Theatre	Theatre	ברוקליינער | ברוקלין | ברוקלינער	New York | ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	282	128	Hopkinson Theatre	סעקאָנד עוועניו טעאַטער	ALIGN	ALIGN	11	0.086	3.213	"אַדלער, דזשוליוס [יואל] | באַרזעל, וואָלף [אייזענבערג] | בלייך, יהודה | בראַנדט, לואי [„מאָטעלע""] | וואולף, סיימאַן [שמחה] | זינגער, פישל | יחסן, מרדכי | לאַקס, ליליען [בורשטיין]"		
ORG-C00160_Q01	ORG-C00384	יידישער קונסט טעאַטער	יידישער אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	ניו יאָרק | ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	443	442	Yiddish Art Theatre	Yiddish artists union	ALIGN	ALIGN	11	0.083	3.14	האַלפּערן, דינה | טייטעלבוים, אַברהם (=שלום, סעם) | סלאָוואָ-ליס, לידאַ | פּירסאָן, צילע | ראָזענטאַל, יאַשאַ [יעקב-בער] | רובין, מנחם [עקהייזער קייזער] | רעכטצייט, יעקב | שאַכט, גוסטאָוו		
ORG-C00515_Q01	ORG-C02149_Q01	טאַליאַ-טעאַטער	רומעניע-אָפּערע-הויז	Theatre	Theatre	ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק	ניו יאָרק | ניו יארק | ניו-יאָרק	130	125	Thalia Theatre|Bowery Theatre	Roumanian Opera House|Central Theatre	ALIGN	ALIGN	11	0.136	3.138	באַראַץ, דוד | ווייסמאַן, דאָראַ | זייפערט, משה | טאָמאַשעווסקי, בעסי [ברכה באומפעלד-קויפמאַן] | טאָרבערג, סעמיועל (שמואל) | ליפּצין, קעני [קריינע סאָניעס, סאַכאַר] | מאָגולעסקאָ, זיגמונט [זעלייג מאָגילעווסקי] | מאָשקאָוויטש, מאָריס		
ORG-C00353	ORG-C00384	אוירווינג פלייס טעאַטער	יידישער אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	116	442	Irwing Place (Deutsches) Theatre	Yiddish artists union	ALIGN	ALIGN	11	0.064	3.09	בלייך, יהודה | האָכשטיין, הערי [כאזין] | לאָהנפעלד, סעמיוּעל | ליפּצין, סיליע [פּעקער] | נאַדיר, משה [יצחק רייז] | סקולניק, מנשה | עפּשטיין, וויליאַם (הלל) | פּערלמוטער, שלום		
ORG-C00353	ORG-C00740	אוירווינג פלייס טעאַטער	פּאָבליק-סקול	Theatre	Education	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק	אָמעריקע | אמעריקע | לאָנדאָן | ניו יאָרק | ניו-יאָרק | סינסינעטי | פילאַדעלפיע | פילאדעלפיע | קליוולאַנד | שיקאָגאָ | פֿילאָדעלפיע	116		Irwing Place (Deutsches) Theatre		ALIGN	DESCRIPTIVE	10	0.078	3.069	בודאַנאָוו, בעסי [בודניק] | בולמאַן, גוירטי | גאָלדקנאָפּ, אַברהם דר. | גאָלדשטיין, איידא | וויינבלאַט, טשאַרלס [קלמן] | ווילנער, מאַקס, ר | זיבּעל, עלאַ | טשעריש, דזשעק [יצחק-יעקב חרש]		
ORG-C00096_Q01	ORG-C00384	פֿאָלקס-טעאַטער	יידישער אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	ניו יאָרק | ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע		442		Yiddish artists union	DEFER	ALIGN	11	0.076	3.041	באָזשיק, מאַקס [באָזשיקאָווסקי] | בלייך, יהודה | בערן [בערנהאָלין), מינאַ | גאָלדפאַדען, וואָלף | גרובער מירעלע | טראָסבערג, משה | פּערלמוטער, שלום | פיעלד אסתר [קאָרנבליט]		
ORG-C00338_Q01	ORG-C00340_Q01	ליריק-טעאַטער	נעשאָנאַל-טעאַטער	Theatre	Theatre	ברוקלין	ניו יאָרק | ניו יאָרקער | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער | ניו-יאָרק	176	118	ליריק-טעאַטער	National Theatre	ALIGN	ALIGN	10	0.065	3.011	בלום סעם [אַלעקסאַנדער] | גאָלדבערג, נייטאָן | גילראָד לואי | האָניגמאַן, יצחק | טראָסבערג, משה | מילער הערי [הערש מאָלעטץ] | סאַקס, מיכאַאיל [סאַדייגורסקי] | קאַרטאָזשינסקי, אָסקאַר [אשר]		
ORG-C00340_Q01	ORG-C00515_Q01	נעשאָנאַל-טעאַטער	טאַליאַ-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָרקער | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער | ניו-יאָרק	ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק	118	130	National Theatre	Thalia Theatre|Bowery Theatre	ALIGN	ALIGN	11	0.061	2.955	גילראָד לואי | ווילנער, מאַקס, ר | טאָמאַשעווסקי, בעסי [ברכה באומפעלד-קויפמאַן] | לאַוויץ, פּעפּי [פלפּול] | מאָריסאָן, מאָריטץ [משה קאָהן] | עדעלשטיין, יאָזעף (יוסף) | קאָגוט, אייב | קאָרנבליט, ז[ישע]		
ORG-C00633_Q01	ORG-C00635_Q01	פּיפּלס-טעאַטער	פּאָבליק-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער | ניוּ-יאָרק	ניו יאָרק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	120	365	People's Theatre NY	Public Theatre (Folks Theatre)	ALIGN	ALIGN	9	0.08	2.919	בלייך, יהודה | גאָלדבערג, לואי | דזשייקאָבסאָן, היימי [חיים-מענדל] | האַרט, סידני [יוסף הערש] | וואָהל, הערמאַן [צבי] | פּאַסטערנאַק, ווילי | פאַרנעס, נייטאָן | ראָזענשטיין, סעמועל [שמואל]		
ORG-C00340_Q01	ORG-C00360_Q01	נעשאָנאַל-טעאַטער	האָפּקינסאָן-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָרקער | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער | ניו-יאָרק	ברוקליינער | ברוקלין | ברוקלינער	118	282	National Theatre	Hopkinson Theatre	ALIGN	ALIGN	10	0.062	2.907	אַדלער, דזשוליוס [יואל] | באַרזעל, וואָלף [אייזענבערג] | טשערנאַווסקי, יוסף | לאָהנפעלד, סעמיוּעל | לובעלסקאַ, פּאָליאַ | לעש, יצחק [איזידאָר לעשטשינסקי] | מייזיל, נחמן | רעכטצייט, יעקב		
ORG-C00030	ORG-C01140	גענפער	סאָבסיי	Traveling Company	Traveling Company	ווילנע | טוקום | קעשעניעוו	אָדעם | אָדעס | ווילנע | יעקאַטערינאָסלאָוו | קאָלאַראַש | קעלץ | קעשענעוו | ריגע	254	373	גענפערס טרופּע	סאָביים טרופּע	ALIGN	ALIGN	10	0.154	2.903	אַמאַסיאַ, אַלעקס [אלעקסאַנדער] | אוואכער עוואַ [חוה ליטווין] | גאָלובטשיק, סאָניע [גרענשטאַט] | וויינבערג, סאָניע [קאַרל] | וויינבערג, שמואל | זאַסלאַווסקי, רודאָלף [ראובן-לייב] | סקולניק, משה | קאָוואָלסקי, מתתיהן		
