mention	occurrences	as_heading	alternative_heading	notes
קאָזיניץ	1.0	קאָזיניץ, ש. י (שמואל יצחק]		
קאַזשימירסקי	1.0			
קאָזשראָן	1.0			
קאַטאָרזשינסקי	1.0			
קאַטערינאַ	1.0			
קאָטצ	1.0			
קאַטשאַנאָוו	1.0			
קאַטשעטאָווסקי	1.0			
קאַטשקאָ	1.0			
קאָל	1.0			
קאַלבאך	1.0			
קאַליכניק	1.0			
קאלין	1.0			
קאָליסנאטשענקאָ	1.0			
קאָלער	1.0			
קאָלעשניקאָוו	1.0			
קאַמאָי	1.0	קאַמאי ישראל		
קאָמאי	1.0			
קאַמאָפּניעץן	1.0			
קאַמיי	1.0			
קאַמינסקאַס	1.0	קאַמינסקאַ רעגינאַ		
קאָמינער	1.0			
קאָמיסאָרזשעווסקאָ	1.0			
קאָמיסאָרזשעווסקאָס	1.0			
קאָמיען	1.0			
קאָמיען-שטיין	1.0			
קאַמערן	1.0			
קאָמפּאַניעיעס	1.0			
קאָמפּאַניעעץס	1.0	קאָמפּאַנעיעץ, מאַקס [מרדכי, מאָטעק]	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]	
קאָמפּאָנעיעץס	1.0			
קאָמפּאַנעיעצעס	1.0			
קאָמפּאַנעעצס	1.0	קאָמפּאַנעעץ, לאה [גאָטליב]	קאָמפּאַנעעץ, ישראל	
קאָמפּנניעעץ	1.0	סיעראָצקאַ, מאלווינאַ [קאָמפּאַניעעץ]		
קאַנטשאַלאָווסקי	1.0			
קאַניעווסקאַ-כאַרלאַמפּ	1.0			
קאָניעווסקי-כאַרלאמפּ	1.0			
קאַנעווסקין	1.0	קאַניעווסקי, אהרן		
קאנער	1.0	קאַנער לעאָפּאָלד [לייב]	קאַנער, שרה [פרילינג]	
קאַנערס	1.0	קאַנער לעאָפּאָלד [לייב]	קאַנער, שרה [פרילינג]	
קאָנראַד	1.0	קאָנראַד, וויליאַם		
קאָנשטאָט	1.0			
קאַסאַראָוו	1.0			
קאָסטעלאנאַ	1.0			
קאָסטעלאָני	1.0			
קאָספּער	1.0			
קאָפּילאָוו	1.0			
קאָפּעלאָוו	1.0			
קאַציזנאַס	1.0	קאַציזנע, אַלטער (שלום)		
קאַציזנעס	1.0	קאַציזנע, אַלטער (שלום)		
קאַצעבוס	1.0			
קאַצעגעלבויגן	1.0			
קאַצענעלבויגען	1.0			
קאַצענעלסאָן	1.0	קאַצענעלסאָן, יצחק[-יחיאָל]		
קאָצענעלסאָן	1.0			
קאַצענעלענבאָגן	1.0	קאַצענעלענבאַגען, ש. י. (רש'י)		
קאַראָווין	1.0			
קאַראָל	1.0			
קאַראָלאַ	1.0			
קאַראָלאָוואַ	1.0			
קאָראָלי-טאָרצאָוו	1.0			
קאָראָלענקאָ	1.0			
קאָראָפּקאָוו	1.0			
קאַרדינאַלי	1.0			
קאַרוואָן	1.0			
קאַרטאָוואָוו	1.0			
קאַריק	1.0			
קאַרל	1.0			;
קאָרלאָס	1.0			
קאַרלין	1.0			
קאָרן-טייער	1.0	רוכטשע קאָרן		
קאַרנאָווסקיס	1.0			
קאַרנייטשוק	1.0			
קאָרנפעלד	1.0	קאָרנפעלד, בערטאַ [בתיה קוריער]	קאָרנפעלד, לעאָן	
קאָרעס	1.0	קאָרעס [?]		
קאָרף	1.0			
קאַשאַוואָראָוו	1.0			
קאָשוטסקי	1.0			
קאָשטשינסקי	1.0			
קאָשטשעלסקי	1.0			
קאָשירינען	1.0			
קדוקאָווסקאַ	1.0			
קדיש-חאָש	1.0	קדיש [ק. כאַש]		
קדשי	1.0			
קובאַ	1.0			
קובינען	1.0			
קוויטקאָ	1.0			
קוזמין	1.0			
קולישער	1.0			
קומאָק	1.0			
קוסטיזס	1.0			
קוסטין	1.0			
קופּערבערג	1.0			
קופּערמאָז	1.0	קופּערמאַן, סאַמועל	סעמועל קופּערמאַן	
קופּרינאָוו	1.0			
קורלאַנד	1.0			
קורלענדער	1.0	קורלענדער יעקב		
קושניראָווס	1.0			
קידי	1.0	דיימאָנט, קידי [גאָלובאַק — סאַלאַמאָנאָוויטש]		
קיטאָין	1.0	קיטאָי, משה-מיכאל		
קייזער	1.0	קייזער, דזשעני	רובין, מנחם [עקהייזער קייזער]	
קייט	1.0	קייט, בן-ציון		
קיילאָוו	1.0			
קילימניק	1.0			
קינג	1.0			
קיסעלגאָף	1.0			
קיסעלדאָרףן	1.0			
קיסעלהאָףן	1.0			
קיסעלעווסקי	1.0			
קיענסקי	1.0			
קיפיניווונאַ	1.0			
קיציס	1.0			
קירכנער	1.0			
קישניראָוו	1.0			
קלאָבונד	1.0			
קלאַבונדס	1.0			
קלאובונד	1.0			
קלאַראן	1.0			
קליינער	1.0			
קלעבאַנאָוו	1.0	עדעלמאַן-קלעבאַנאָוואַ, ניוניאַ (חנה)	עדעלמאַן-קלעבאַנאָוואַ, ניוניע (חנה)	
קמחי	1.0			
קנאָדט	1.0			
קנעלער	1.0	קנעלער [?]		
קעטי	1.0			
קעטעלמאַן	1.0			
קעלטער	1.0			
קעלער	1.0	זאַרזשעווסקאַ, פאַלינאַ [קעלער]		
קערי	1.0	קערי האָדעם		
קראוזע	1.0			
קראָוזע	1.0			
קראַטשאַר	1.0			
קראַטשמאַר	1.0			
קראָל	1.0			
קראַמאָוו	1.0			
קראָמאַרזש	1.0			
קראָמסקי	1.0			
קראַן	1.0			
קראַנענבערג	1.0			
קראַנץ	1.0	קראַנץ פֿיליפּ [יעקב ראָמבראָ]		
קראַנצפעלד	1.0	קראַנצפעלד שרה		
קראָפּיווניצקי	1.0			
קראָפּיווניצקיס	1.0			
קראָשטמאַר	1.0			
קרוטשינין	1.0			
קרויזה-מילער	1.0	קרויזע מילער, לאה [לויפלאַנד]		
קרויזע-גורעוויטש	1.0			
קרויזע-מילער	1.0	קרויזע מילער, לאה [לויפלאַנד]		
קרויזען	1.0			
קרופּאָווניצקי	1.0	קרויזע, שלמה	וואָלהענדלער-קרויזע איטע	
קרוששאָווסקי	1.0			
קרייזשיזשאַנאָווסקי	1.0			
קרייצבערגן	1.0	קרייצבערג, בערטאָ [לעסער]	קרייצבערג יאַשאַ [סאַקסאַנסקי]	
קרים	1.0			
קרימס	1.0			
קרינסקי	1.0			
קרינסקין	1.0			
קריסטאָל	1.0			
קריסטערמאַן	1.0			
קריפּאָווניצקי	1.0			
קרניאל	1.0			
קרעטאָוו	1.0			
קרעטשמאָרעס	1.0	ליליפּוט [גבריאל-הירש קרעטשמער]		
ר.	1.0	שיף דזשייקאָב ר.	פאַולאַ ר. [פּרילוצקאַ]	
ראָבאים	1.0			
ראָבלעם	1.0			
ראָבניצקי	1.0			
ראָבערט	1.0	פֿאָלק, ראָבערט		
ראָברושין	1.0			
ראָדזיווייל	1.0			
ראַדיאן	1.0	ראַדין, נאַדיע		
ראָדנער	1.0			
ראָדע	1.0			
ראָדען	1.0			
ראָדעסקאָ	1.0			
ראָדקינסאָן	1.0	מאַרקס, דאָלף [ראָדקינסאָן]		
ראובעלע	1.0			
ראַווניצקי	1.0			
ראָווניצקין	1.0			
ראָוז	1.0	ראוז, דזשעין [צוקערמאַן]	ראָזענצווייג, ראוז-לי	
ראָזאַנאָוו	1.0			
ראָזומנין	1.0			
ראָזיני	1.0			
ראַזנער	1.0			
ראָזענבלאַט	1.0	דראַנאָוו, מ. [מרדכי דוד ראָזענבלאַט]		
ראָזענבערנס	1.0			
ראָזענגאַרטן	1.0			
ראָזענגאַרטען	1.0			
ראָזענזאַל	1.0			
ראָזענטוּר	1.0			
ראָזענצווייג	1.0	ביאָלקאָוויטש, חנה [ראָזענצווייג]	ראָזען, מאַקס [מאַנעס ראָזענצווייג]	
ראָטבאום	1.0			
ראָטבוים	1.0			
ראָטבלאט	1.0			
ראַטבלום	1.0			
ראָטנשטיין	1.0			
ראָטשטיינען	1.0	ראָטשטיין, עליאַס	ראָטשטיין פעליאַ	
ראטשיינען	1.0			
ראָכמאַנאָוו	1.0			
ראָכמאַנינאָי	1.0			
ראָם	1.0			
ראָמבאַ	1.0	קראַנץ פֿיליפּ [יעקב ראָמבראָ]		
ראַנדאָניסקי	1.0			
ראני	1.0			
ראָסטוואַראָווסקי	1.0			
ראָפֿאַלאָוויטש	1.0			
ראָפּטשיין	1.0			
ראַצינאָוויטש	1.0			
ראַקאָווס	1.0			
ראָקייטינען	1.0			
ראָשוי	1.0			
ראָשטיין	1.0			
ראַשעל	1.0	בערגער ראַשעל	מישנוּן, ראָזע [ראַשעל]	
רואינסקי	1.0			
רובינאָוו-באַגין	1.0			
רובינליכט	1.0			
רובל	1.0			
רודי	1.0			
רוזוועלט	1.0			
רוטקאָ	1.0			
רוטקאָווסקי	1.0			
רויטמאַן	1.0	רויטמאַן, זלמן	רויטמאַן, בן-ציון	
רויך	1.0	רויך, יעטאָ		
רומקאָווסקי	1.0			
רומקאָווסקין	1.0			
רומשינסקין	1.0	רומשינסקי, יוסף [רומשיסקי]		
רומשינסקיס	1.0	רומשינסקי, יוסף [רומשיסקי]		
רוסאָטאָ	1.0	שמעון רוסאַטאַ	רוסאַטאָ, הענרי	
רופֿאַניי	1.0			
רושקע	1.0			
רזשייקאָבס	1.0			
רחהלע	1.0			
רחל-לאה	1.0	פּאָל, רחל-לאה		
ריאָבוטשיקאָ	1.0			
ריבאַטשקאָוו	1.0			
ריבאָלסקי	1.0	ריבאַלסקי, מרדכי		
רידלאָ	1.0			
ריווקין	1.0			
ריטשאַרד	1.0			
רייזמאַן	1.0	רייזמאַן, יונה		
רייזעוס	1.0			
רייזעלמאַן	1.0			
רייזעלע	1.0	רענעי, רות [רייזעלע טאַבאַקסבלאַט]		
רייטשעל	1.0	לייבּאָוויטש, רייטשעל	גראָדנער, רייטשעל [ריינאלדס]	
ריינהאָרדטן	1.0			
ריינהאָרט	1.0	ריינהאָרט פעני [זלאטע-פֿייגע בראון]		
ריינוויין	1.0			
ריינמאַן	1.0			
ריינעקע	1.0			
ריישן	1.0	רייש, משה		
רילקע	1.0			
רינצלער	1.0			
ריסל	1.0			
ריפּינסקי	1.0			
רעבעקאַ	1.0	דען און רעבעקאַ פֿראָהמאַן		
רעגינעלע	1.0			
רעזניקס	1.0			
רעזשינאַ	1.0			
רעכטיג	1.0			
רעכלען	1.0			
רעליס	1.0			
רעמיסאָוו	1.0			
רענאַט	1.0			
רענאָלדס	1.0			
רענגבאַלד	1.0			
רענקאָפּ	1.0			
רעסלער	1.0			
רעצקי	1.0			
רפֿאל	1.0			
שאָ	1.0			
שאַגאַל	1.0			
שאָטלאַנד	1.0			
שאַכטן	1.0	שאַכט, גוסטאָוו		
שאָליאַפּין	1.0			
שאַמיר	1.0			
שאַניאווסקי	1.0			
שאַפּאָזשניקאָוו	1.0			
שאַראָוונער	1.0	שאַראַוונער, דוד	שאַראַוונער, סאָניאַ	
שאַראַזונער	1.0			
שובערט	1.0			
שודט	1.0			
שוואַרצבאַרדן	1.0	שוואַרצבאַרד דוד	שוואַרצבאַרד, גוסטאָוו	
שוואָרצמאָן	1.0			
שווייך	1.0			
שוויינענבערג	1.0			
שוועצער	1.0			
שולינג	1.0			
שולץ	1.0			
שולצן	1.0			
שומכקי	1.0			
שוסקים	1.0			
שור	1.0	שור ברוך	שור זעליג [יוסף-אהרן אַשר-זעליג]	יש עוד אפשרויות
שטאַמלער	1.0			
שטאָקפֿעדער	1.0	שטאָקפעדער עוואַ חוה]	שטאָקפעדער, אַברהם [משה]	
שטומאַכערס	1.0			
שטיינבאַרג	1.0	שטיינבאַרג אַליעזר		
שטיינהאַרדט	1.0			
שטיינמאַן	1.0			
שטיינער	1.0			
שטיינשניידער	1.0			
שטיף	1.0			
שטערנבערג	1.0	שטערנבערג, העראָלד		
שטערנפעלד	1.0			
שטראָבעל	1.0			
שטראָמבערג	1.0			
שטראָמערס	1.0			
שטראַספאָגל	1.0	שטראַספֿאַגעל, לעאָן		
שטראַספֿאָגעל	1.0	שטראַספֿאַגעל, לעאָן		
שטראַספאָגעלן	1.0			
שטרודלער	1.0	שטרודלער, חנאַ		
שטרודלערן	1.0			
שטרויס	1.0			
שטרייטמאַן	1.0			
שטשאָגאַל	1.0			
שטשעקלאָוו	1.0			
שידלאָוויטש	1.0			
שיידלאָווער	1.0			
שיין	1.0	משה און סאָניאַ שיין	שיין, מאַניאַ [מאָניאַ זאַבורסקאַ]	
שיינדל	1.0	גערטנער, דזשעני [שיינדל שטערן]	ראָזענבערג, שרה (-שיינדל) [הערמאַן]	
שיינע-לאַה	1.0			
שיינע-פֿייגע	1.0			
שיינערן	1.0			
שיינפעלד	1.0	גוטמאַן, ראָזאַ [שיינפעלד]		
שיינקין	1.0			
שילדקרויטס	1.0	שילדקרויט, רודאָלף [חיים-מרדכי]		
שילינגן	1.0	שילינג, סעם [שמחה]	שילינג, ראָזאַ	
שימאַנסקי	1.0	שימאַנסקי (סיימאַן], אַברהם-שמואל		
שימעק	1.0			
שיס	1.0			
שיפמאַן	1.0			
שיפּער	1.0	שיפּער יצחק (איגנאַץ) דר.		
שירוויינט	1.0			
שכר	1.0	גאָלדשטיין, שכר	האָנדפֿוס, ישכר	
שלאָם	1.0			
שלאַמאָוויטש	1.0			
שלאָסבערגן	1.0	שלאָסבערג, יצחק		
שלום	1.0			יש יותר מדי אפשרויות
שלום-עליכמן	1.0	שלום-עליכם [שלום ראַבינאָוויטש]	"שלום-עליכם סטודיאָ“ (טעאַטער) 1 שלם-עליכם-סטוּדיע""."	
שליווניאַקן	1.0	שליווניאַק יוסף		
שליידקרויס	1.0			
שלייכט	1.0			
שליכטער	1.0			
שלים-עליכם	1.0			
שליסקי	1.0			
שליפער	1.0			
שלמה-קלמן	1.0			
שלמהלע	1.0			
שלעזינגער	1.0			
שמואליק	1.0	שמוליאק		
שמוקלער	1.0			
שמידט	1.0	סמיטה, דוד [שמידט]		
שמיילאָ	1.0			
שמיילאָוו	1.0			
שמירן	1.0			
שמעונה	1.0			
שנור	1.0			
שנעקענדאָרף	1.0	שנעק, מאַרקוס		
שעהנבערג	1.0			
שעהנגאָלדס	1.0	שעהנגאָלד, קלאַראַ	שעהנגאָלד, יוסף	
שעכטמאַן	1.0	לעבעדיעוו, וויעראַ [רבקה שעכטמאַן]	שעכטמאַן, יאַקאָוו	
שענהער	1.0			
שעניצקי	1.0			
שעפטעל	1.0	זאַק, שעפטל	שעפטל, שמואל	
שעפּסינקע	1.0	אלמי, א. [אליהו חיים שעפּס]		
שער	1.0	בראָדער אַפֿרים [שער?]	שער-גרין, אסתר	
שערעשעווסקי	1.0			
שפאַצער	1.0	שפּאַצער לעאָן		
שפּוליאַנסקי	1.0			
שפּילער	1.0			
שפּעקטאראָוו	1.0			
שפרה	1.0	גאָלדענבערג, שפרה [האָזענבערג]	לערער שפרה	
שקאָלניק	1.0			
שקוואַרקיין	1.0			
שקלאָווסקי	1.0			
שרהלע	1.0			
תאומי	1.0			
תּמר	1.0			
תשר'ק	1.0			
(blank)	5879.0			
